"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [10] (Box 10)-16: 0445 - ガブリアス - E91FC66B36FF.pk9","ガブリアス","ガブリアス","しんちょう","F","2086","あく","さめはだ","じしん","ドラゴンテール","ステルスロック","がんせきふうじ","オボンのみ","215","150","147","90","116","122","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C66B36FF","9F591D3F","31","31","31","31","31","31","156250","50","252","0","252","0","6","0","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","59679","255","2026","5","13","2026","5","13"
"main @ [30] (Box 30)-25: 0445 - ガブリアス - 67CF3706C06F.pk9","ガブリアス","ガブリアス","ようき","M","1107","あく","さめはだ","じしん","ワイドブレイカー","いわなだれ","まもる","きあいのタスキ","420","297","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","3706C06F","6A392F03","31","31","31","31","31","31","1250000","100","252","6","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","16","16","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","26575","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-17: 0445 - ガブリアス - F64F2F2E8978.pk9","ガブリアス","ガブリアス","ようき","F","3538","あく","さめはだ","じしん","スケイルショット","ステルスロック","がんせきふうじ","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","2F2E8978","A2257F02","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","63055","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-14: 0445 - ガブリアス - 686E490135AD.pk9","ガブリアス","ガブリアス","ようき","M","1027","あく","さめはだ","じしん","スケイルショット","ステルスロック","がんせきふうじ","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","490135AD","29BE698A","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","26734","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-03: 0445 - ガブリアス - C4685BB47D7F.pk9","ガブリアス","ガブリアス","ようき","M","3367","あく","さめはだ","たいあたり","すなじごく","(なし)","(なし)","(なし)","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5BB47D7F","7B00A972","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","15","0","0","0","0","0","0","たいあたり","すなじごく","(なし)","(なし)","50280","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-15: 0445 - ガブリアス - 4FD6BE505DF5.pk9","ガブリアス","ガブリアス","ようき","M","1239","あく","さめはだ","じしん","げきりん","ステルスロック","がんせきふうじ","ラムのみ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","BE505DF5","6C13216A","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","20438","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-18: 0445 - ガブリアス - 5D7AF5561BAB.pk9","ガブリアス","ガブリアス","ようき","F","2349","あく","さめはだ","じしん","げきりん","ステルスロック","がんせきふうじ","ラムのみ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","F5561BAB","86A5147A","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","23930","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-12: 0445 - ガブリアス - BA752E6D5D32.pk9","ガブリアス","ガブリアス","ようき","M","3828","あく","さめはだ","ステルスロック","じしん","がんせきふうじ","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","2E6D5D32","62898DCF","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","32","16","24","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","47733","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-24: 0445 - ガブリアス - F00D9547886A.pk9","ガブリアス","ガブリアス","ようき","F","2151","あく","さめはだ","じしん","げきりん","アイアンヘッド","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","9547886A","D6575020","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","24","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","61453","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-09: 0445 - ガブリアス - F03DFAA3188A.pk9","ガブリアス","ガブリアス","ようき","M","3412","あく","さめはだ","じしん","げきりん","アイアンヘッド","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FAA3188A","BCB769F2","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","24","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","61501","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-10: 0445 - ガブリアス - EB012B8F890C.pk9","ガブリアス","ガブリアス","ようき","M","3577","あく","さめはだ","じしん","げきりん","ステルスロック","どくづき","ラムのみ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","2B8F890C","B2616DF6","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","60161","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-21: 0445 - ガブリアス - 6F2D631F5BBE.pk9","ガブリアス","ガブリアス","ようき","M","1433","あく","さめはだ","じしん","げきりん","アイアンヘッド","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","631F5BBE","AF83F616","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","24","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","28461","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-29: 0445 - ガブリアス - 8E67F9ED4F33.pk9","ガブリアス","ガブリアス","ようき","F","3121","あく","さめはだ","じしん","げきりん","どくづき","いわなだれ","こだわりスカーフ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","F9ED4F33","CBB708A3","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","36455","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-28: 0445 - ガブリアス - 3E9A16DAD2E4.pk9","ガブリアス","ガブリアス","ようき","F","1983","あく","さめはだ","じしん","げきりん","どくづき","がんせきふうじ","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","16DAD2E4","78660393","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","16026","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-30: 0445 - ガブリアス - 5E4EC8578C9B.pk9","ガブリアス","ガブリアス","ようき","F","2225","あく","さめはだ","じしん","げきりん","どくづき","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C8578C9B","07E78CF5","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","24142","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-26: 0445 - ガブリアス - 3BBF2EF69A1C.pk9","ガブリアス","ガブリアス","ようき","M","2010","あく","さめはだ","じしん","げきりん","どくづき","いわなだれ","こだわりスカーフ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","2EF69A1C","57AD2A07","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","15295","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-04: 0445 - ガブリアス - 8C3381092342.pk9","ガブリアス","ガブリアス","いじっぱり","M","3867","あく","さめはだ","たいあたり","すなじごく","(なし)","(なし)","(なし)","358","394","226","176","206","303","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","81092342","B25C43EB","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","35","15","0","0","0","0","0","0","たいあたり","すなじごく","(なし)","(なし)","35891","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-25: 0445 - ガブリアス - D87615A80AE9.pk9","ガブリアス","ガブリアス","ようき","M","2394","あく","さめはだ","じしん","げきりん","どくづき","がんせきふうじ","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","15A80AE9","543DC19A","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","55414","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-08: 0445 - ガブリアス - 2E5BDB93F6D1.pk9","ガブリアス","ガブリアス","ようき","M","1714","あく","さめはだ","じしん","げきりん","どくづき","いわなだれ","こだわりスカーフ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","DB93F6D1","4EB92597","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","11867","255","2026","5","13","2026","5","13"
"main @ [10] (Box 10)-27: 0445 - ガブリアス - A44155DF0E0D.pk9","ガブリアス","ガブリアス","ようき","M","2637","あく","さめはだ","じしん","げきりん","どくづき","つるぎのまい","きあいのタスキ","358","359","226","176","206","333","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","55DF0E0D","3F019BD0","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","32","3","3","3","3","たいあたり","すなじごく","(なし)","(なし)","42049","255","2026","5","13","2026","5","13"
"main @ [32] (Box 32)-10: 0951 - カプサイジ - 9F2F78188A45.pk9","カプサイジ","カプサイジ","おだやか","F","4037","ひこう","ようりょくそ","にらみつける","このは","(なし)","(なし)","(なし)","12","5","6","6","5","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","78188A45","20D5DC83","11","0","25","22","14","18","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","30","40","0","0","0","0","0","0","にらみつける","このは","(なし)","(なし)","40751","255","2026","5","20","2026","5","20"
"main @ [16] (Box 16)-18: 0450 - カバルドン - 8B11F3FE4CEB.pk9","カバルドン","カバルドン","わんぱく","F","2976","あく","すなおこし","じしん","あくび","ステルスロック","なまける","オボンのみ","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","F3FE4CEB","5EC3E4C5","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","35601","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-14: 0450 - カバルドン - A3918377EC96.pk9","カバルドン","カバルドン","わんぱく","M","0408","あく","すなおこし","じしん","あくび","ふきとばし","なまける","オボンのみ","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","8377EC96","AB9FB217","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","41873","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-16: 0450 - カバルドン - 098845447A2B.pk9","カバルドン","カバルドン","わんぱく","F","0979","あく","すなおこし","じしん","あくび","ステルスロック","なまける","たべのこし","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","45447A2B","E651DB62","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","2440","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-17: 0450 - カバルドン - 710007ADF9CF.pk9","カバルドン","カバルドン","わんぱく","F","0141","あく","すなおこし","じしん","あくび","ふきとばし","なまける","オボンのみ","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","07ADF9CF","19FC1127","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","28928","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-19: 0450 - カバルドン - 154D7E5CF9BF.pk9","カバルドン","カバルドン","わんぱく","M","2991","あく","すなおこし","じしん","あくび","ステルスロック","こおりのキバ","たべのこし","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","7E5CF9BF","B1140BEE","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","5453","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-13: 0450 - カバルドン - C14A5C23E890.pk9","カバルドン","カバルドン","わんぱく","M","0071","あく","すなおこし","じしん","あくび","ステルスロック","なまける","たべのこし","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5C23E890","BEA0BAD7","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","49482","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-15: 0450 - カバルドン - 0714D08819A3.pk9","カバルドン","カバルドン","わんぱく","M","3056","あく","すなおこし","じしん","あくび","ステルスロック","なまける","オボンのみ","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","D08819A3","2B41944C","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","1812","255","2026","5","14","2026","5","14"
"main @ [32] (Box 32)-28: 0450 - カバルドン - A04943CFE581.pk9","カバルドン","カバルドン","わんぱく","F","0670","あく","すなおこし","じしん","ステルスロック","あくび","ふきとばし","オボンのみ","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","43CFE581","2C4805A5","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","32","16","32","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","41033","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-02: 0450 - カバルドン - 0EA61821ADEE.pk9","カバルドン","カバルドン","わんぱく","M","0078","あく","すなおこし","すなかけ","たいあたり","(なし)","(なし)","(なし)","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","1821ADEE","61706596","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","15","35","0","0","0","0","0","0","すなかけ","たいあたり","(なし)","(なし)","3750","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-07: 0450 - カバルドン - 0169056C3347.pk9","カバルドン","カバルドン","わんぱく","M","0852","あく","すなおこし","じしん","あくび","ステルスロック","なまける","たべのこし","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","056C3347","732D4669","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","8","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","361","255","2026","5","14","2026","5","14"
"main @ [16] (Box 16)-22: 0450 - カバルドン - 7AAC729DD02E.pk9","カバルドン","カバルドン","わんぱく","F","2073","あく","すなおこし","じしん","あくび","ステルスロック","こおりのキバ","たべのこし","420","260","368","154","181","130","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","729DD02E","D16250FD","31","31","31","31","31","31","1250000","100","252","0","252","0","6","0","0","0","0","0","0","0","i","1","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","24","3","3","3","3","すなかけ","たいあたり","(なし)","(なし)","31404","255","2026","5","14","2026","5","14"
"main @ [10] (Box 10)-02: 0444 - ガバイト - 3DD7E9C78B71.pk9","ガバイト","ガバイト","がんばりや","M","2473","かくとう","すながくれ","りゅうのいぶき","すなじごく","じならし","かみつく","(なし)","80","59","44","35","38","54","西２番エリア","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Fixed Behavior Static Encounter","E9C78B71","9C180681","0","0","0","0","0","0","33750","30","0","0","0","0","0","0","0","0","0","0","0","0","i","2","0","0","0","0","30","0","False","False","False","False","4120","43968","3005","20","15","20","25","0","0","0","0","(なし)","(なし)","(なし)","(なし)","15831","255","1","1","1","2026","5","13"
"main @ [22] (Box 22)-12: 0149 - カイリュー - B7BEDBAA3891.pk9","カイリュー","カイリュー","ひかえめ","M","0187","あく","マルチスケイル","りゅうせいぐん","かえんほうしゃ","れいとうビーム","１０まんボルト","(なし)","386","273","226","328","236","197","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","DBAA3891","8D0286B4","31","31","31","31","31","31","1250000","100","252","0","0","252","0","6","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","16","24","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","47038","255","2026","5","14","2026","5","14"
"main @ [31] (Box 31)-04: 0149 - カイリュー - A1987DF4E8DF.pk9","カイリュー","カイリュー","いじっぱり","M","3419","あく","マルチスケイル","げきりん","かみなりパンチ","ほのおのパンチ","れいとうパンチ","こだわりスカーフ","324","403","226","212","236","259","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","7DF4E8DF","F2C12772","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","24","24","24","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","41368","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-07: 0149 - カイリュー - 632AFF8C37D3.pk9","カイリュー","カイリュー","ようき","M","0250","あく","マルチスケイル","げきりん","じしん","しんそく","りゅうのまい","ラムのみ","324","367","226","212","236","284","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FF8C37D3","ECADE30D","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","8","32","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","25386","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-13: 0149 - カイリュー - 7C804678FA85.pk9","カイリュー","カイリュー","ようき","M","3200","あく","マルチスケイル","げきりん","じしん","しんそく","りゅうのまい","ラムのみ","324","367","226","212","236","284","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","4678FA85","1884D08C","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","8","32","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","31872","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-26: 0149 - カイリュー - D0B640C17756.pk9","カイリュー","カイリュー","むじゃき","M","2601","あく","マルチスケイル","りゅうせいぐん","かみなりパンチ","ほのおのパンチ","れいとうパンチ","こだわりスカーフ","324","367","226","236","212","284","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","40C17756","ED6E4FF6","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","24","24","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","53430","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-16: 0149 - カイリュー - 3D8F5661CE38.pk9","カイリュー","カイリュー","ひかえめ","M","1143","あく","マルチスケイル","りゅうせいぐん","かえんほうしゃ","れいとうビーム","はねやすめ","(なし)","386","273","226","328","236","197","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","5661CE38","F6E1B198","31","31","31","31","31","31","1250000","100","252","0","0","252","0","6","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","16","8","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","15759","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-18: 0149 - カイリュー - F6E5123A0CA3.pk9","カイリュー","カイリュー","ひかえめ","M","1325","あく","マルチスケイル","りゅうせいぐん","かえんほうしゃ","れいとうビーム","１０まんボルト","(なし)","386","273","226","328","236","197","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","123A0CA3","92C7C016","31","31","31","31","31","31","1250000","100","252","0","0","252","0","6","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","16","24","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","63205","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-14: 0149 - カイリュー - 59D397AE97EB.pk9","カイリュー","カイリュー","いじっぱり","M","0760","あく","マルチスケイル","げきりん","じしん","しんそく","りゅうのまい","ラムのみ","324","403","226","212","236","259","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","97AE97EB","5F7170FC","31","31","31","31","31","31","1250000","100","6","252","0","0","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","8","32","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","22995","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-25: 0149 - カイリュー - 36A83B0BA6B6.pk9","カイリュー","カイリュー","ひかえめ","M","2382","あく","マルチスケイル","りゅうせいぐん","かえんほうしゃ","しんそく","１０まんボルト","(なし)","386","330","226","259","236","197","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","3B0BA6B6","85C11128","31","31","31","31","31","31","1250000","100","252","252","0","0","0","6","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","8","24","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","13992","255","2026","5","14","2026","5","14"
"main @ [22] (Box 22)-17: 0149 - カイリュー - AB7548E12E3B.pk9","カイリュー","カイリュー","ひかえめ","M","0481","あく","マルチスケイル","りゅうせいぐん","かえんほうしゃ","１０まんボルト","しんそく","(なし)","324","273","226","328","236","259","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","48E12E3B","05F01BEE","31","31","31","31","31","31","1250000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","8","24","24","8","3","3","3","3","まきつく","にらみつける","(なし)","(なし)","43893","255","2026","5","14","2026","5","14"
"main @ [23] (Box 23)-02: 0752 - オニシズクモ - B4190C844262.pk9","オニシズクモ","オニシズクモ","いじっぱり","M","1226","あく","すいほう","みずでっぽう","まとわりつく","(なし)","(なし)","(なし)","340","262","220","122","301","120","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","0C844262","61F22D5A","31","31","31","31","31","31","1000000","100","252","252","0","0","6","0","0","0","0","0","0","0","i","1","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","40","32","0","0","3","3","0","0","みずでっぽう","まとわりつく","(なし)","(なし)","46105","255","2026","5","16","2026","5","16"
